HUD frame time nsec:,109641000

Range Index,Elapsed Time, First Event,Last Event
2418,65568,16935,16935
2419,64000,16942,16942
2420,67936,16949,16949
2421,62400,16956,16956
2422,69664,16963,16963
2423,62208,16970,16970
2424,69536,16977,16977
2425,62720,16984,16984
2426,67488,16991,16991
2427,64096,16998,16998
2428,65440,17005,17005
2429,65568,17012,17012
2430,64000,17019,17019
2431,67904,17026,17026
2432,62464,17033,17033
2433,69600,17040,17040
2434,62176,17047,17047
2435,69632,17054,17054
2436,62560,17061,17061
2437,67840,17068,17068
2438,64128,17075,17075
2439,65504,17082,17082
2440,65344,17089,17089
2441,63904,17096,17096
2442,67936,17103,17103
2443,62400,17110,17110
2444,69632,17117,17117
2445,62176,17124,17124
2446,69536,17131,17131
2447,62624,17138,17138
2448,67936,17145,17145
2449,64000,17152,17152
2450,65440,17159,17159
2451,62112,17166,17166
2452,69472,17173,17173
2453,62656,17180,17180
2454,67968,17187,17187
2455,64064,17194,17194
2456,65696,17201,17201
2457,65376,17208,17208
2458,64128,17215,17215
2459,67936,17222,17222
2460,62368,17229,17229
2461,69632,17236,17236
2462,62144,17243,17243
2463,69568,17250,17250
2464,62752,17257,17257
2465,67648,17264,17264
2466,64224,17271,17271
2467,65376,17278,17278
2468,65536,17285,17285
2469,64064,17292,17292
2470,67840,17299,17299
2471,62592,17306,17306
2472,69664,17313,17313
2473,61952,17320,17320
2474,69472,17327,17327
2475,62688,17334,17334
2476,67744,17341,17341
2477,64096,17348,17348
2478,65440,17355,17355
2479,65536,17362,17362
2480,64000,17369,17369
2481,67936,17376,17376
2482,62400,17383,17383
2483,69664,17390,17390
2484,62144,17397,17397
2485,69536,17404,17404
2486,62656,17411,17411
2487,67808,17418,17418
2488,64128,17425,17425
2489,65440,17432,17432
2490,65536,17439,17439
2491,64000,17446,17446
2492,67936,17453,17453
2493,62432,17460,17460
2494,69600,17467,17467
2495,62176,17474,17474
2496,69536,17481,17481
2497,62688,17488,17488
2498,67808,17495,17495
2499,64128,17502,17502
2500,65408,17509,17509
2501,329440,17511,17511
